sen	verb	verb_idx	cop	cop_idx	child	child_idx	child_features	child_upos	head	head_idx	head_features	head_upos	distance	attractors	metadata	swap_head	feature_vals	prefix	wrong_sen	congruent_attractors	incongruent_attractors	num_attractors	num_congruent_attractors	num_incongruent_attractors	has_attractors	only_has_congruent_attractors	only_has_incongruent_attractors	sample_weight	phenomenon	lang	grammatical_feature	ungrammatical_feature	wo	inflect_item	agreement_certainty
Επιτρέψτε μου να σας ευχαριστήσω και πάλι για την αποφασιστικότητα που επέδειξαν οι βουλευτές του Κοινοβουλίου αυτού κατά τη διαδικασία συνδιαλλαγής, η οποία μας επέτρεψε να υιοθετήσουμε αυτήν την οδηγία.	επέδειξαν	11			βουλευτές	13	{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Plur', 'lemma': 'βουλευτής'}	NOUN	επέδειξαν	11	{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'επιδεικνύω', 'Gender': 'Masc'}	VERB	-2	[]	{'sent_id': 'gdt-20020204-ep-sessions_089-13', 'text': 'Επιτρέψτε μου να σας ευχαριστήσω και πάλι για την αποφασιστικότητα που επέδειξαν οι βουλευτές του Κοινοβουλίου αυτού κατά τη διαδικασία συνδιαλλαγής, η οποία μας επέτρεψε να υιοθετήσουμε αυτήν την οδηγία.', 'treebank': 'UD_Greek-GDT/el_gdt-ud-train.conllu'}	επέδειξε	PL -> SG	Επιτρέψτε μου να σας ευχαριστήσω και πάλι για την αποφασιστικότητα που	Επιτρέψτε μου να σας ευχαριστήσω και πάλι για την αποφασιστικότητα που επέδειξε οι βουλευτές του Κοινοβουλίου αυτού κατά τη διαδικασία συνδιαλλαγής, η οποία μας επέτρεψε να υιοθετήσουμε αυτήν την οδηγία.	[]	[]	0	0	0	False	False	False	0.0003141956669614	SV-#	ell	PL	SG	VS	verb	+
Με τον τρόπο αυτό μπορούν εύκολα οι υπηρεσίες επιθεωρήσεων σ το σύνολο της ΕΕ να διαπιστώνουν εάν ο ενλόγω οδηγός έχει προσληφθεί σωστά, δηλαδή σύμφωνα με τους ισχύοντες εθνικούς κανόνες που αφορούν την κοινωνική νομοθεσία.	μπορούν	4			υπηρεσίες	7	{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Plur', 'lemma': 'υπηρεσία'}	NOUN	μπορούν	4	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'μπορώ', 'Gender': 'Fem'}	VERB	-3	[]	{'sent_id': 'gdt-20020116-ep-sessions_208-3', 'text': 'Με τον τρόπο αυτό μπορούν εύκολα οι υπηρεσίες επιθεωρήσεων στο σύνολο της ΕΕ να διαπιστώνουν εάν ο ενλόγω οδηγός έχει προσληφθεί σωστά, δηλαδή σύμφωνα με τους ισχύοντες εθνικούς κανόνες που αφορούν την κοινωνική νομοθεσία.', 'treebank': 'UD_Greek-GDT/el_gdt-ud-train.conllu'}	μπορεί	PL -> SG	Με τον τρόπο αυτό	Με τον τρόπο αυτό μπορεί εύκολα οι υπηρεσίες επιθεωρήσεων σ το σύνολο της ΕΕ να διαπιστώνουν εάν ο ενλόγω οδηγός έχει προσληφθεί σωστά, δηλαδή σύμφωνα με τους ισχύοντες εθνικούς κανόνες που αφορούν την κοινωνική νομοθεσία.	[]	[]	0	0	0	False	False	False	0.0002370248013919	SV-#	ell	PL	SG	VS	verb	+
Κύριε Πρόεδρε, κυρία Επίτροπε, όπως είπαν ήδη οι συνάδελφοι που προηγήθηκαν, η κατάσταση σ την Ερυθραία είναι όλο και πιο σοβαρή από την άποψη της δημοκρατίας.	είπαν	7			συνάδελφοι	10	{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Plur', 'lemma': 'συνάδελφος'}	NOUN	είπαν	7	{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'λέγω', 'Gender': 'Masc'}	VERB	-3	[]	{'newdoc id': 'gdt-20020207-ep-sessions_159', 'sent_id': 'gdt-20020207-ep-sessions_159-1', 'text': 'Κύριε Πρόεδρε, κυρία Επίτροπε, όπως είπαν ήδη οι συνάδελφοι που προηγήθηκαν, η κατάσταση στην Ερυθραία είναι όλο και πιο σοβαρή από την άποψη της δημοκρατίας.', 'treebank': 'UD_Greek-GDT/el_gdt-ud-train.conllu'}	πει	PL -> SG	Κύριε Πρόεδρε, κυρία Επίτροπε, όπως	Κύριε Πρόεδρε, κυρία Επίτροπε, όπως πει ήδη οι συνάδελφοι που προηγήθηκαν, η κατάσταση σ την Ερυθραία είναι όλο και πιο σοβαρή από την άποψη της δημοκρατίας.	[]	[]	0	0	0	False	False	False	2.3702480139198736e-05	SV-#	ell	PL	SG	VS	verb	+
Δυτικά από τις Κουκουναριές βρίσκονται οι παραλίες Μικρή και Μεγάλη Μπανάνα, Κρασά, Ασέληνο, Αγία Ελένη και Μανδράκι.	βρίσκονται	4			παραλίες	6	{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Plur', 'lemma': 'παραλία'}	NOUN	βρίσκονται	4	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Pass', 'lemma': 'βρίσκω', 'Gender': 'Fem'}	VERB	-2	[]	{'sent_id': 'gdt-2005XXXX-ert-tourism_menoume_ellada_koukounaries_skiathos-14', 'text': 'Δυτικά από τις Κουκουναριές βρίσκονται οι παραλίες Μικρή και Μεγάλη Μπανάνα, Κρασά, Ασέληνο, Αγία Ελένη και Μανδράκι.', 'treebank': 'UD_Greek-GDT/el_gdt-ud-train.conllu'}	βρίσκεται	PL -> SG	Δυτικά από τις Κουκουναριές	Δυτικά από τις Κουκουναριές βρίσκεται οι παραλίες Μικρή και Μεγάλη Μπανάνα, Κρασά, Ασέληνο, Αγία Ελένη και Μανδράκι.	[]	[]	0	0	0	False	False	False	6.283913339229432e-05	SV-#	ell	PL	SG	VS	verb	+
Με το απτό ευρώ η Ευρώπη γίνεται μια πραγματικότητα της καθημερινής μας ζωής, όπως το λέγαμε πάντα εμείς οι βουλευτές.	λέγαμε	16			εμείς	18	{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Plur', 'Person': '1', 'PronType': 'Prs', 'lemma': 'εγώ'}	PRON	λέγαμε	16	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Past', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'λέγω', 'Gender': 'Masc'}	VERB	-2	[]	{'sent_id': 'gdt-20020116-ep-sessions_110-3', 'text': 'Με το απτό ευρώ η Ευρώπη γίνεται μια πραγματικότητα της καθημερινής μας ζωής, όπως το λέγαμε πάντα εμείς οι βουλευτές.', 'treebank': 'UD_Greek-GDT/el_gdt-ud-test.conllu'}	έλεγα	PL -> SG	Με το απτό ευρώ η Ευρώπη γίνεται μια πραγματικότητα της καθημερινής μας ζωής, όπως το	Με το απτό ευρώ η Ευρώπη γίνεται μια πραγματικότητα της καθημερινής μας ζωής, όπως το έλεγα πάντα εμείς οι βουλευτές.	[]	[]	0	0	0	False	False	False	6.283913339229432e-05	SV-#	ell	PL	SG	VS	verb	+
Το περιπολικό περιμένει να ξεκινήσουμε πρώτα εμείς , για να μας ακολουθήσει.	ξεκινήσουμε	4			εμείς	6	{'Case': 'Nom', 'Number': 'Plur', 'Person': '1', 'PronType': 'Prs', 'lemma': 'εγώ'}	PRON	ξεκινήσουμε	4	{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'ξεκινώ'}	VERB	-2	[]	{'sent_id': '1146', 'text': 'Το περιπολικό περιμένει να ξεκινήσουμε πρώτα εμείς , για να μας ακολουθήσει.', 'treebank': 'UD_Greek-GUD/el_gud-ud-train.conllu'}	ξεκινήσω	PL -> SG	Το περιπολικό περιμένει να	Το περιπολικό περιμένει να ξεκινήσω πρώτα εμείς , για να μας ακολουθήσει.	[]	[]	0	0	0	False	False	False	6.283913339229432e-05	SV-#	ell	PL	SG	VS	verb	+
Κατά τη διάρκεια της διαδικασίας χορήγησης απαλλαγής υπήρξαν έντονες συζητήσεις για το ζήτημα αυτό, επειδή σε μια περίπτωση του 1994 το Κοινοβούλιο είχε εκτιμήσει ότι δεν ήταν διαφανής η απόφαση που είχαν λάβει οι υπηρεσίες της Επιτροπής.	υπήρξαν	7			συζητήσεις	9	{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Plur', 'lemma': 'συζήτηση'}	NOUN	υπήρξαν	7	{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'υπάρχω', 'Gender': 'Fem'}	VERB	-2	[]	{'sent_id': 'gdt-20020227-ep-sessions_137-12', 'text': 'Κατά τη διάρκεια της διαδικασίας χορήγησης απαλλαγής υπήρξαν έντονες συζητήσεις για το ζήτημα αυτό, επειδή σε μια περίπτωση του 1994 το Κοινοβούλιο είχε εκτιμήσει ότι δεν ήταν διαφανής η απόφαση που είχαν λάβει οι υπηρεσίες της Επιτροπής.', 'treebank': 'UD_Greek-GDT/el_gdt-ud-train.conllu'}	υπήρξε	PL -> SG	Κατά τη διάρκεια της διαδικασίας χορήγησης απαλλαγής	Κατά τη διάρκεια της διαδικασίας χορήγησης απαλλαγής υπήρξε έντονες συζητήσεις για το ζήτημα αυτό, επειδή σε μια περίπτωση του 1994 το Κοινοβούλιο είχε εκτιμήσει ότι δεν ήταν διαφανής η απόφαση που είχαν λάβει οι υπηρεσίες της Επιτροπής.	[]	[]	0	0	0	False	False	False	0.0001570978334807	SV-#	ell	PL	SG	VS	verb	+
« Προχτές σ το σπίτι ρωτούσες από πού έρχονται τα λεφτά » του υπενθυμίζω.	έρχονται	8			λεφτά	10	{'Case': 'Nom', 'Gender': 'Neut', 'Number': 'Plur', 'lemma': 'λεφτά'}	NOUN	έρχονται	8	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Pass', 'lemma': 'έρχομαι', 'Gender': 'Neut'}	VERB	-2	[]	{'sent_id': '2753', 'text': '« Προχτές σ το σπίτι ρωτούσες από πού έρχονται τα λεφτά » του υπενθυμίζω.', 'treebank': 'UD_Greek-GUD/el_gud-ud-train.conllu'}	έρχεται	PL -> SG	« Προχτές σ το σπίτι ρωτούσες από πού	« Προχτές σ το σπίτι ρωτούσες από πού έρχεται τα λεφτά » του υπενθυμίζω.	[]	[]	0	0	0	False	False	False	0.0003141956669614	SV-#	ell	PL	SG	VS	verb	+
Σε πολλές ευρωπαϊκές πρωτεύουσες έγιναν διαδηλώσεις συμπαράστασης σ τους επαναστάτες ενώ το προεδρείο της Βουλής των Ελλήνων σ την Αθήνα έπαιρνε πλήθος τηλεγραφήματα από διασημότητες της εποχής που συνιστούσαν σ την ελληνική κυβέρνηση να τηρήσει πιο αποφασιστική στάση υπέρ των Κρητικών.	έγιναν	4			διαδηλώσεις	5	{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Plur', 'lemma': 'διαδήλωση'}	NOUN	έγιναν	4	{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin', 'Voice': 'Pass', 'lemma': 'γίνομαι', 'Gender': 'Fem'}	VERB	-1	[]	{'sent_id': 'gdt-20090408-wikipedia-history_kritiko_zitima-15', 'text': 'Σε πολλές ευρωπαϊκές πρωτεύουσες έγιναν διαδηλώσεις συμπαράστασης στους επαναστάτες ενώ το προεδρείο της Βουλής των Ελλήνων στην Αθήνα έπαιρνε πλήθος τηλεγραφήματα από διασημότητες της εποχής που συνιστούσαν στην ελληνική κυβέρνηση να τηρήσει πιο αποφασιστική στάση υπέρ των Κρητικών.', 'treebank': 'UD_Greek-GDT/el_gdt-ud-train.conllu'}	γίνει	PL -> SG	Σε πολλές ευρωπαϊκές πρωτεύουσες	Σε πολλές ευρωπαϊκές πρωτεύουσες γίνει διαδηλώσεις συμπαράστασης σ τους επαναστάτες ενώ το προεδρείο της Βουλής των Ελλήνων σ την Αθήνα έπαιρνε πλήθος τηλεγραφήματα από διασημότητες της εποχής που συνιστούσαν σ την ελληνική κυβέρνηση να τηρήσει πιο αποφασιστική στάση υπέρ των Κρητικών.	[]	[]	0	0	0	False	False	False	9.382231721766164e-05	SV-#	ell	PL	SG	VS	verb	+
Κι εδώ υπάρχουν δύο απαντήσεις , μία εύκολη και μία δύσκολη.	υπάρχουν	2			απαντήσεις	4	{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Plur', 'lemma': 'απάντηση'}	NOUN	υπάρχουν	2	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'υπάρχω', 'Gender': 'Fem'}	VERB	-2	[]	{'sent_id': '3448', 'text': 'Κι εδώ υπάρχουν δύο απαντήσεις , μία εύκολη και μία δύσκολη.', 'treebank': 'UD_Greek-GUD/el_gud-ud-test.conllu'}	υπάρχει	PL -> SG	Κι εδώ	Κι εδώ υπάρχει δύο απαντήσεις , μία εύκολη και μία δύσκολη.	[]	[]	0	0	0	False	False	False	3.491062966238574e-05	SV-#	ell	PL	SG	VS	verb	+
Σύμφωνα με έρευνες, σ τη Ρωσία ο ένας σ τους πέντε ανθρώπους κάτω των 20 ετών προτιμά να βάλει τέλος σ τη ζωή του - αριθμός τριπλάσιος απ' αυτόν που παρουσιάζουν οι ΗΠΑ.	παρουσιάζουν	31			ΗΠΑ	33	{'Abbr': 'Yes', 'lemma': 'ΗΠΑ'}	NOUN	παρουσιάζουν	31	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'παρουσιάζω'}	VERB	-2	[]	"{'sent_id': 'gdt-20120311-elwikinews-5172-4', 'text': ""Σύμφωνα με έρευνες, στη Ρωσία ο ένας στους πέντε ανθρώπους κάτω των 20 ετών προτιμά να βάλει τέλος στη ζωή του - αριθμός τριπλάσιος απ' αυτόν που παρουσιάζουν οι ΗΠΑ."", 'treebank': 'UD_Greek-GDT/el_gdt-ud-train.conllu'}"	παρουσιάζει	PL -> SG	Σύμφωνα με έρευνες, σ τη Ρωσία ο ένας σ τους πέντε ανθρώπους κάτω των 20 ετών προτιμά να βάλει τέλος σ τη ζωή του - αριθμός τριπλάσιος απ' αυτόν που	Σύμφωνα με έρευνες, σ τη Ρωσία ο ένας σ τους πέντε ανθρώπους κάτω των 20 ετών προτιμά να βάλει τέλος σ τη ζωή του - αριθμός τριπλάσιος απ' αυτόν που παρουσιάζει οι ΗΠΑ.	[]	[]	0	0	0	False	False	False	0.0001570978334807	SV-#	ell	PL	SG	VS	verb	+
« Δεν τα είχατε μαζί σας όταν σας συνέλαβαν οι αστυνομικοί σ το Κερατσίνι και δεν τα βρήκαμε ούτε σ το σπίτι σας ».	συνέλαβαν	8			αστυνομικοί	10	{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Plur', 'lemma': 'αστυνομικός'}	NOUN	συνέλαβαν	8	{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'συλλαμβάνω', 'Gender': 'Masc'}	VERB	-2	[]	{'sent_id': '2946', 'text': '« Δεν τα είχατε μαζί σας όταν σας συνέλαβαν οι αστυνομικοί σ το Κερατσίνι και δεν τα βρήκαμε ούτε σ το σπίτι σας ».', 'treebank': 'UD_Greek-GUD/el_gud-ud-train.conllu'}	συλλάβει	PL -> SG	« Δεν τα είχατε μαζί σας όταν σας	« Δεν τα είχατε μαζί σας όταν σας συλλάβει οι αστυνομικοί σ το Κερατσίνι και δεν τα βρήκαμε ούτε σ το σπίτι σας ».	[]	[]	0	0	0	False	False	False	2.618297224678931e-05	SV-#	ell	PL	SG	VS	verb	+
Εξακολουθούν να με βασανίζουν οι πληροφορίες που μου έδωσε ο Κυριαζίδης.	βασανίζουν	3			πληροφορίες	5	{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Plur', 'lemma': 'πληροφορία'}	NOUN	βασανίζουν	3	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'βασανίζω', 'Gender': 'Fem'}	VERB	-2	[]	{'sent_id': '4332', 'text': 'Εξακολουθούν να με βασανίζουν οι πληροφορίες που μου έδωσε ο Κυριαζίδης.', 'treebank': 'UD_Greek-GUD/el_gud-ud-train.conllu'}	βασανίζει	PL -> SG	Εξακολουθούν να με	Εξακολουθούν να με βασανίζει οι πληροφορίες που μου έδωσε ο Κυριαζίδης.	[]	[]	0	0	0	False	False	False	0.0003141956669614	SV-#	ell	PL	SG	VS	verb	+
